Warriors @ Raptors - Jan 13 2018  7:30PM,-85.37904,10.584,1.0
Warriors @ Raptors - Jan 13 2018  7:30PM,-155.13216,40.392,0.0
Warriors @ Raptors - Jan 13 2018  7:30PM,-219.3192,26.424,0.0
Nuggets @ Warriors - Jan  8 2018 10:30PM,-95.64288,69.336,0.0
Nuggets @ Warriors - Jan  8 2018 10:30PM,-114.89376,-118.8,1.0
Nuggets @ Warriors - Jan  8 2018 10:30PM,-222.28128,164.304,0.0
Nuggets @ Warriors - Jan  8 2018 10:30PM,-104.68128,82.8,0.0
Nuggets @ Warriors - Jan  8 2018 10:30PM,-208.85136,32.76,0.0
Nuggets @ Warriors - Jan  8 2018 10:30PM,-199.65984,2.016,0.0
Nuggets @ Warriors - Jan  8 2018 10:30PM,-209.10672,-32.328,1.0
Nuggets @ Warriors - Jan  8 2018 10:30PM,-219.77904,6.12,0.0
Nuggets @ Warriors - Jan  8 2018 10:30PM,-191.64288,-167.184,1.0
Nuggets @ Warriors - Jan  8 2018 10:30PM,-217.8384,-5.4,1.0
Nuggets @ Warriors - Jan  8 2018 10:30PM,-135.88128,-165.384,0.0
Nuggets @ Warriors - Jan  8 2018 10:30PM,104.6808,90.0,1.0
Nuggets @ Warriors - Jan  8 2018 10:30PM,169.22544,75.168,0.0
Nuggets @ Warriors - Jan  8 2018 10:30PM,155.6424,110.952,1.0
Nuggets @ Warriors - Jan  8 2018 10:30PM,160.66704,-152.9352,0.0
Nuggets @ Warriors - Jan  8 2018 10:30PM,84.97008,-39.6,1.0
Nuggets @ Warriors - Jan  8 2018 10:30PM,71.8464,-104.4,1.0
Nuggets @ Warriors - Jan  8 2018 10:30PM,125.10624,133.2,0.0
Nuggets @ Warriors - Jan  8 2018 10:30PM,140.42544,104.4,1.0
Nuggets @ Warriors - Jan  8 2018 10:30PM,109.83792,97.128,0.0
Warriors @ Clippers - Jan  6 2018  3:30PM,198.74016,16.92,0.0
Warriors @ Clippers - Jan  6 2018  3:30PM,226.57008,-164.088,0.0
Warriors @ Clippers - Jan  6 2018  3:30PM,127.7616,-150.048,1.0
Warriors @ Clippers - Jan  6 2018  3:30PM,71.13168,18.0,1.0
Warriors @ Clippers - Jan  6 2018  3:30PM,220.59552,-165.816,0.0
Warriors @ Clippers - Jan  6 2018  3:30PM,79.14864,16.992,1.0
Warriors @ Clippers - Jan  6 2018  3:30PM,100.18704,-155.016,0.0
Warriors @ Clippers - Jan  6 2018  3:30PM,196.13616,-168.12,1.0
Warriors @ Clippers - Jan  6 2018  3:30PM,84.25488,46.8,0.0
Warriors @ Clippers - Jan  6 2018  3:30PM,135.31872,-3.6,0.0
Warriors @ Clippers - Jan  6 2018  3:30PM,216.10176,11.448,1.0
Warriors @ Clippers - Jan  6 2018  3:30PM,84.25488,-61.2,0.0
Warriors @ Clippers - Jan  6 2018  3:30PM,79.14864,-37.512,1.0
Warriors @ Clippers - Jan  6 2018  3:30PM,84.25488,-44.712,0.0
Warriors @ Clippers - Jan  6 2018  3:30PM,220.39104,-30.6,0.0
Warriors @ Clippers - Jan  6 2018  3:30PM,199.0464,-6.984,1.0
Warriors @ Clippers - Jan  6 2018  3:30PM,212.11872,-13.68,1.0
Warriors @ Clippers - Jan  6 2018  3:30PM,-99.57456,75.6,1.0
Warriors @ Clippers - Jan  6 2018  3:30PM,-131.69376,8.712,0.0
Warriors @ Clippers - Jan  6 2018  3:30PM,-86.29824,60.552,0.0
Warriors @ Clippers - Jan  6 2018  3:30PM,-147.26832,164.304,1.0
Warriors @ Clippers - Jan  6 2018  3:30PM,-81.34512,68.4,1.0
Warriors @ Clippers - Jan  6 2018  3:30PM,-58.72368,-39.6,0.0
Warriors @ Clippers - Jan  6 2018  3:30PM,-89.31072,3.024,0.0
Warriors @ Clippers - Jan  6 2018  3:30PM,-200.37456,-15.192,0.0
Warriors @ Clippers - Jan  6 2018  3:30PM,-92.78304,142.56,0.0
Warriors @ Rockets - Jan  4 2018  8:00PM,204.30624,158.472,0.0
Warriors @ Rockets - Jan  4 2018  8:00PM,162.22944,-155.304,1.0
Warriors @ Rockets - Jan  4 2018  8:00PM,123.79872,-113.9616,0.0
Warriors @ Rockets - Jan  4 2018  8:00PM,210.89328,-10.152,1.0
Warriors @ Rockets - Jan  4 2018  8:00PM,125.51472,85.176,1.0
Warriors @ Rockets - Jan  4 2018  8:00PM,85.58256,-23.904,0.0
Warriors @ Rockets - Jan  4 2018  8:00PM,89.3616,-54.0,1.0
Warriors @ Rockets - Jan  4 2018  8:00PM,144.97008,152.784,0.0
Warriors @ Rockets - Jan  4 2018  8:00PM,193.99104,-10.152,0.0
Warriors @ Rockets - Jan  4 2018  8:00PM,-212.17056,26.208,1.0
Warriors @ Rockets - Jan  4 2018  8:00PM,-227.08128,-163.512,0.0
Warriors @ Rockets - Jan  4 2018  8:00PM,-212.52768,-22.68,1.0
Warriors @ Rockets - Jan  4 2018  8:00PM,-180.25536,-22.464,0.0
Warriors @ Rockets - Jan  4 2018  8:00PM,-145.2768,-145.296,0.0
Warriors @ Rockets - Jan  4 2018  8:00PM,-212.37456,17.784,1.0
Warriors @ Rockets - Jan  4 2018  8:00PM,-117.08976,-120.096,1.0
Warriors @ Rockets - Jan  4 2018  8:00PM,-85.37904,-91.008,0.0
Warriors @ Rockets - Jan  4 2018  8:00PM,-94.36608,-82.944,1.0
Warriors @ Rockets - Jan  4 2018  8:00PM,-127.14912,138.096,0.0
Warriors @ Rockets - Jan  4 2018  8:00PM,-200.4768,15.48,0.0
Warriors @ Rockets - Jan  4 2018  8:00PM,-208.08528,8.136,1.0
Warriors @ Mavericks - Jan  3 2018  8:30PM,205.58256,-165.744,0.0
Warriors @ Mavericks - Jan  3 2018  8:30PM,58.7232,46.8,1.0
Warriors @ Mavericks - Jan  3 2018  8:30PM,124.13616,-146.16,0.0
Warriors @ Mavericks - Jan  3 2018  8:30PM,106.87632,-19.008,1.0
Warriors @ Mavericks - Jan  3 2018  8:30PM,199.86336,-51.624,1.0
Warriors @ Mavericks - Jan  3 2018  8:30PM,78.43392,-18.0,1.0
Warriors @ Mavericks - Jan  3 2018  8:30PM,218.29776,12.024,0.0
Warriors @ Mavericks - Jan  3 2018  8:30PM,200.17008,-36.288,0.0
Warriors @ Mavericks - Jan  3 2018  8:30PM,144.7656,-156.456,1.0
Warriors @ Mavericks - Jan  3 2018  8:30PM,221.3616,-17.28,1.0
Warriors @ Mavericks - Jan  3 2018  8:30PM,94.46784,-61.2,1.0
Warriors @ Mavericks - Jan  3 2018  8:30PM,183.77856,-163.224,0.0
Warriors @ Mavericks - Jan  3 2018  8:30PM,-132.61296,150.552,0.0
Warriors @ Mavericks - Jan  3 2018  8:30PM,-226.3152,7.56,0.0
Warriors @ Mavericks - Jan  3 2018  8:30PM,-94.46832,90.0,1.0
Warriors @ Mavericks - Jan  3 2018  8:30PM,-89.36208,-69.408,0.0
Warriors @ Mavericks - Jan  3 2018  8:30PM,-231.06384,167.976,0.0
Warriors @ Mavericks - Jan  3 2018  8:30PM,-186.89376,9.216,1.0
Warriors @ Mavericks - Jan  3 2018  8:30PM,-213.80448,-15.696,1.0
Warriors @ Mavericks - Jan  3 2018  8:30PM,-116.62992,150.264,0.0
Warriors @ Mavericks - Jan  3 2018  8:30PM,-77.92368,10.008,1.0
